

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Chad",39,"Industrial water withdrawal",4252,2000,0.0885,"L","",""
"Chad",39,"Industrial water withdrawal",4252,2005,0.1037,"L","",""
"Chile",40,"Industrial water withdrawal",4252,1975,0.84,"","",""
"Chile",40,"Industrial water withdrawal",4252,1992,2.211,"","",""
"Chile",40,"Industrial water withdrawal",4252,2000,2.324,"L","",""
"Chile",40,"Industrial water withdrawal",4252,2006,4.744,"","",""
"China",351,"Industrial water withdrawal",4252,1980,45.73,"","",""
"China",351,"Industrial water withdrawal",4252,1985,36.17,"I","",""
"China",351,"Industrial water withdrawal",4252,1990,50.0,"","",""
"China",351,"Industrial water withdrawal",4252,1993,92.55,"","",""
"China",351,"Industrial water withdrawal",4252,2000,127.7,"L","",""
"China",351,"Industrial water withdrawal",4252,2005,128.6,"","",""
"China",351,"Industrial water withdrawal",4252,2010,144.7,"","",""
"China",351,"Industrial water withdrawal",4252,2013,140.6,"","",""
"Colombia",44,"Industrial water withdrawal",4252,2000,0.359,"","",""
"Colombia",44,"Industrial water withdrawal",4252,2008,2.242,"","[223]",""
"Comoros",45,"Industrial water withdrawal",4252,1999,5.0E-4,"","",""
"Congo",46,"Industrial water withdrawal",4252,1987,0.0108,"","",""
"Congo",46,"Industrial water withdrawal",4252,2002,0.01,"","",""
"Congo",46,"Industrial water withdrawal",4252,2005,0.024,"L","",""
"Costa Rica",48,"Industrial water withdrawal",4252,2013,0.26,"","",""
"Côte d'Ivoire",107,"Industrial water withdrawal",4252,1987,0.078,"","",""
"Côte d'Ivoire",107,"Industrial water withdrawal",4252,1994,0.27,"","",""
"Côte d'Ivoire",107,"Industrial water withdrawal",4252,2000,0.2696,"L","",""
"Côte d'Ivoire",107,"Industrial water withdrawal",4252,2005,0.318,"L","",""
"Croatia",98,"Industrial water withdrawal",4252,2002,0.0628,"E","",""
"Croatia",98,"Industrial water withdrawal",4252,2012,0.1477,"E","",""
"Croatia",98,"Industrial water withdrawal",4252,2013,0.126,"E","",""
"Cuba",49,"Industrial water withdrawal",4252,1975,0.162,"","",""
"Cuba",49,"Industrial water withdrawal",4252,1995,0.765,"","",""
"Cuba",49,"Industrial water withdrawal",4252,2007,0.7607,"I","",""
"Cuba",49,"Industrial water withdrawal",4252,2013,0.74,"","",""
"Cyprus",50,"Industrial water withdrawal",4252,1975,0.0,"I","",""
"Cyprus",50,"Industrial water withdrawal",4252,1980,0.0,"I","",""
"Cyprus",50,"Industrial water withdrawal",4252,1985,0.0,"I","",""
"Cyprus",50,"Industrial water withdrawal",4252,1990,0.005,"","",""
"Cyprus",50,"Industrial water withdrawal",4252,1993,0.005,"","",""
"Cyprus",50,"Industrial water withdrawal",4252,2000,0.0035,"L","",""
"Cyprus",50,"Industrial water withdrawal",4252,2007,0.008,"I","",""
"Cyprus",50,"Industrial water withdrawal",4252,2009,0.006,"I","",""
"Czechia",167,"Industrial water withdrawal",4252,1997,1.514,"E","",""
"Democratic People's Republic of Korea",116,"Industrial water withdrawal",4252,1987,2.27,"","",""
"Democratic People's Republic of Korea",116,"Industrial water withdrawal",4252,2000,1.088,"L","",""
"Democratic People's Republic of Korea",116,"Industrial water withdrawal",4252,2005,1.145,"L","",""
"Democratic Republic of the Congo",250,"Industrial water withdrawal",4252,1990,0.058,"","",""
"Democratic Republic of the Congo",250,"Industrial water withdrawal",4252,2000,0.1229,"L","",""
"Democratic Republic of the Congo",250,"Industrial water withdrawal",4252,2005,0.1468,"L","",""
"Denmark",54,"Industrial water withdrawal",4252,1970,0.08,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,1975,0.045,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,1980,0.045,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,1985,0.33,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,1990,0.225,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,2002,0.0619,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,2007,0.0423,"E","",""
"Denmark",54,"Industrial water withdrawal",4252,2012,0.128,"E","",""
"Djibouti",72,"Industrial water withdrawal",4252,1985,0.0,"","",""
"Djibouti",72,"Industrial water withdrawal",4252,2000,0.0,"","",""
"Dominica",55,"Industrial water withdrawal",4252,2010,0.0,"I","",""
"Dominican Republic",56,"Industrial water withdrawal",4252,2000,0.065,"L","",""
"Dominican Republic",56,"Industrial water withdrawal",4252,2005,0.259,"","",""
"Dominican Republic",56,"Industrial water withdrawal",4252,2010,0.586,"","",""
"Ecuador",58,"Industrial water withdrawal",4252,2000,0.3852,"L","",""
"Ecuador",58,"Industrial water withdrawal",4252,2005,0.549,"L","",""
"Egypt",59,"Industrial water withdrawal",4252,1995,4.429,"I","",""
"Egypt",59,"Industrial water withdrawal",4252,2000,4.0,"","[224]",""
"Egypt",59,"Industrial water withdrawal",4252,2010,2.0,"","",""
"El Salvador",60,"Industrial water withdrawal",4252,1992,0.147,"","",""
"El Salvador",60,"Industrial water withdrawal",4252,2000,0.2369,"L","",""
"El Salvador",60,"Industrial water withdrawal",4252,2005,0.213,"","",""
"Equatorial Guinea",61,"Industrial water withdrawal",4252,1987,0.0013,"","",""
"Equatorial Guinea",61,"Industrial water withdrawal",4252,2000,0.0026,"L","",""
"Equatorial Guinea",61,"Industrial water withdrawal",4252,2005,0.003,"L","",""
"Eritrea",178,"Industrial water withdrawal",4252,2000,0.0617,"L","",""
"Eritrea",178,"Industrial water withdrawal",4252,2004,0.001,"","",""
"Estonia",63,"Industrial water withdrawal",4252,1992,2.253,"E","",""
"Estonia",63,"Industrial water withdrawal",4252,1995,1.262,"","[225]",""
"Estonia",63,"Industrial water withdrawal",4252,2014,1.655,"","",""
"Ethiopia",238,"Industrial water withdrawal",4252,2002,0.021,"I","",""
"Ethiopia",238,"Industrial water withdrawal",4252,2005,0.0511,"L","",""
"Fiji",66,"Industrial water withdrawal",4252,1987,0.006,"","",""
"Fiji",66,"Industrial water withdrawal",4252,2000,0.0088,"I","",""
"Fiji",66,"Industrial water withdrawal",4252,2005,0.0096,"I","",""
"Finland",67,"Industrial water withdrawal",4252,1990,1.903,"E","",""
"Finland",67,"Industrial water withdrawal",4252,1995,2.124,"E","",""
"France",68,"Industrial water withdrawal",4252,1985,24.51,"E","",""
"France",68,"Industrial water withdrawal",4252,1992,28.32,"E","",""
"France",68,"Industrial water withdrawal",4252,1997,21.1,"E","",""
"France",68,"Industrial water withdrawal",4252,2002,22.11,"E","",""
"France",68,"Industrial water withdrawal",4252,2007,21.79,"E","",""
"France",68,"Industrial water withdrawal",4252,2012,21.61,"E","",""
"Gabon",74,"Industrial water withdrawal",4252,1987,0.0132,"","",""
"Gabon",74,"Industrial water withdrawal",4252,2000,0.0114,"L","",""
"Gabon",74,"Industrial water withdrawal",4252,2005,0.0141,"L","",""
"Gambia",75,"Industrial water withdrawal",4252,1982,4.0E-4,"","",""
"Gambia",75,"Industrial water withdrawal",4252,2000,0.0174,"L","",""
"Gambia",75,"Industrial water withdrawal",4252,2005,0.0212,"L","",""
"Georgia",73,"Industrial water withdrawal",4252,2000,0.1952,"L","",""
"Georgia",73,"Industrial water withdrawal",4252,2005,0.4,"I","",""
"Germany",79,"Industrial water withdrawal",4252,1995,37.8,"","",""
"Germany",79,"Industrial water withdrawal",4252,2001,32.6,"E","",""
"Ghana",81,"Industrial water withdrawal",4252,1970,0.039,"I","",""
"Ghana",81,"Industrial water withdrawal",4252,2000,0.095,"I","",""
"Greece",84,"Industrial water withdrawal",4252,1975,0.1148,"E","",""
"Greece",84,"Industrial water withdrawal",4252,1985,0.24,"E","",""
"Greece",84,"Industrial water withdrawal",4252,1997,0.2339,"E","",""
"Greece",84,"Industrial water withdrawal",4252,2007,0.3255,"","",""
"Grenada",86,"Industrial water withdrawal",4252,2014,0.0,"I","",""
"Guatemala",89,"Industrial water withdrawal",4252,1992,0.197,"","",""
"Guatemala",89,"Industrial water withdrawal",4252,2006,0.6031,"","",""
"Guinea",90,"Industrial water withdrawal",4252,1987,0.022,"","",""
"Guinea",90,"Industrial water withdrawal",4252,2000,0.0521,"L","",""
"Guinea",90,"Industrial water withdrawal",4252,2005,0.0562,"L","",""
"Guinea-Bissau",175,"Industrial water withdrawal",4252,1991,6.0E-4,"","",""
"Guinea-Bissau",175,"Industrial water withdrawal",4252,1996,0.008,"","",""
"Guinea-Bissau",175,"Industrial water withdrawal",4252,2000,0.008,"","",""
"Guinea-Bissau",175,"Industrial water withdrawal",4252,2005,0.0119,"L","",""
"Guyana",91,"Industrial water withdrawal",4252,1992,0.007,"","",""
"Guyana",91,"Industrial water withdrawal",4252,2000,0.01,"L","",""
"Guyana",91,"Industrial water withdrawal",4252,2005,0.0204,"L","",""
"Guyana",91,"Industrial water withdrawal",4252,2010,0.0204,"I","",""
"Haiti",93,"Industrial water withdrawal",4252,1991,0.0054,"","",""
"Haiti",93,"Industrial water withdrawal",4252,1995,0.0046,"","",""
"Haiti",93,"Industrial water withdrawal",4252,2009,0.051,"L","",""
"Honduras",95,"Industrial water withdrawal",4252,1992,0.076,"","",""
"Honduras",95,"Industrial water withdrawal",4252,2003,0.114,"","",""
"Hungary",97,"Industrial water withdrawal",4252,1970,1.667,"E","",""
"Hungary",97,"Industrial water withdrawal",4252,1975,2.312,"E","",""
"Hungary",97,"Industrial water withdrawal",4252,1985,3.493,"","",""
"Hungary",97,"Industrial water withdrawal",4252,1992,5.204,"E","",""
"Hungary",97,"Industrial water withdrawal",4252,1996,4.726,"E","",""
"Hungary",97,"Industrial water withdrawal",4252,2002,4.209,"","",""
"Hungary",97,"Industrial water withdrawal",4252,2007,4.486,"E","",""
"Hungary",97,"Industrial water withdrawal",4252,2012,4.013,"E","",""
"Iceland",99,"Industrial water withdrawal",4252,1980,0.01,"E","",""
"Iceland",99,"Industrial water withdrawal",4252,1985,0.01,"E","",""
"Iceland",99,"Industrial water withdrawal",4252,1992,0.01,"E","",""
"Iceland",99,"Industrial water withdrawal",4252,2002,0.014,"E","",""
"Iceland",99,"Industrial water withdrawal",4252,2004,0.014,"E","",""
"India",100,"Industrial water withdrawal",4252,1975,15.2,"","",""
"India",100,"Industrial water withdrawal",4252,1980,12.6,"I","",""
"India",100,"Industrial water withdrawal",4252,1986,11.0,"I","",""
"India",100,"Industrial water withdrawal",4252,1990,15.0,"","",""
"India",100,"Industrial water withdrawal",4252,2000,10.0,"","[226]",""
"India",100,"Industrial water withdrawal",4252,2010,17.0,"","",""
"Indonesia",101,"Industrial water withdrawal",4252,1990,0.376,"","",""
"Indonesia",101,"Industrial water withdrawal",4252,2000,7.398,"","",""
"Indonesia",101,"Industrial water withdrawal",4252,2005,24.65,"I","",""
"Iran (Islamic Republic of)",102,"Industrial water withdrawal",4252,1995,1.0,"","",""
"Iran (Islamic Republic of)",102,"Industrial water withdrawal",4252,2001,1.025,"I","",""
"Iran (Islamic Republic of)",102,"Industrial water withdrawal",4252,2004,1.1,"","",""
"Iraq",103,"Industrial water withdrawal",4252,1975,0.45,"","",""
"Iraq",103,"Industrial water withdrawal",4252,1980,0.31,"I","",""
"Iraq",103,"Industrial water withdrawal",4252,1985,0.17,"","",""
"Iraq",103,"Industrial water withdrawal",4252,1990,2.14,"","",""
"Iraq",103,"Industrial water withdrawal",4252,1995,5.92,"I","",""
"Iraq",103,"Industrial water withdrawal",4252,2000,9.7,"","",""
"Ireland",104,"Industrial water withdrawal",4252,1980,0.527,"E","",""
"Ireland",104,"Industrial water withdrawal",4252,1994,0.527,"E","",""
"Ireland",104,"Industrial water withdrawal",4252,2007,0.051,"E","",""
"Israel",105,"Industrial water withdrawal",4252,1970,0.075,"","",""
"Israel",105,"Industrial water withdrawal",4252,1975,0.0825,"I","",""
"Israel",105,"Industrial water withdrawal",4252,1980,0.09,"","",""
"Israel",105,"Industrial water withdrawal",4252,1990,0.106,"","",""
"Israel",105,"Industrial water withdrawal",4252,2002,0.122,"","",""
"Israel",105,"Industrial water withdrawal",4252,2004,0.113,"","",""
"Italy",106,"Industrial water withdrawal",4252,1970,9.0,"","",""
"Italy",106,"Industrial water withdrawal",4252,1975,12.09,"I","",""
"Italy",106,"Industrial water withdrawal",4252,1980,15.17,"","",""
"Italy",106,"Industrial water withdrawal",4252,1985,13.84,"I","",""
"Italy",106,"Industrial water withdrawal",4252,1990,12.5,"","",""
"Italy",106,"Industrial water withdrawal",4252,2000,16.29,"L","",""
"Jamaica",109,"Industrial water withdrawal",4252,1993,0.065,"","",""
"Jamaica",109,"Industrial water withdrawal",4252,2005,0.076,"I","",""
"Japan",110,"Industrial water withdrawal",4252,1980,16.5,"","",""
"Japan",110,"Industrial water withdrawal",4252,1992,15.8,"","",""
"Japan",110,"Industrial water withdrawal",4252,1995,14.01,"E","",""
"Japan",110,"Industrial water withdrawal",4252,2002,12.32,"E","[227]",""
"Japan",110,"Industrial water withdrawal",4252,2007,12.78,"E","[228]",""
"Japan",110,"Industrial water withdrawal",4252,2009,11.61,"E","[229]",""
"Jordan",112,"Industrial water withdrawal",4252,1975,0.027,"","",""
"Jordan",112,"Industrial water withdrawal",4252,1980,0.025,"I","",""
"Jordan",112,"Industrial water withdrawal",4252,1985,0.023,"","",""
"Jordan",112,"Industrial water withdrawal",4252,1992,0.033,"","",""
"Jordan",112,"Industrial water withdrawal",4252,2005,0.0384,"","",""
"Kazakhstan",108,"Industrial water withdrawal",4252,1995,5.678,"","",""
"Kazakhstan",108,"Industrial water withdrawal",4252,2002,4.07,"","",""
"Kazakhstan",108,"Industrial water withdrawal",4252,2007,5.839,"","",""
"Kazakhstan",108,"Industrial water withdrawal",4252,2010,6.263,"","[230]",""
"Kenya",114,"Industrial water withdrawal",4252,1990,0.08,"","",""
"Kenya",114,"Industrial water withdrawal",4252,2003,0.1,"","",""
"Kenya",114,"Industrial water withdrawal",4252,2010,0.125,"","",""
"Kuwait",118,"Industrial water withdrawal",4252,1993,0.013,"","",""
"Kuwait",118,"Industrial water withdrawal",4252,2002,0.0208,"","",""
"Kuwait",118,"Industrial water withdrawal",4252,2005,0.0233,"L","",""
"Kyrgyzstan",113,"Industrial water withdrawal",4252,1994,0.289,"","",""
"Kyrgyzstan",113,"Industrial water withdrawal",4252,2000,0.31,"L","",""
"Kyrgyzstan",113,"Industrial water withdrawal",4252,2006,0.336,"","",""
"Lao People's Democratic Republic",120,"Industrial water withdrawal",4252,1987,0.099,"","",""
"Lao People's Democratic Republic",120,"Industrial water withdrawal",4252,2003,0.17,"L","",""
"Latvia",119,"Industrial water withdrawal",4252,2007,0.0426,"E","",""
"Latvia",119,"Industrial water withdrawal",4252,2012,0.0563,"E","",""
"Latvia",119,"Industrial water withdrawal",4252,2013,0.0522,"E","",""
"Lebanon",121,"Industrial water withdrawal",4252,1975,0.03,"","",""
"Lebanon",121,"Industrial water withdrawal",4252,1994,0.05,"","",""
"Lebanon",121,"Industrial water withdrawal",4252,2000,0.0789,"L","",""
"Lebanon",121,"Industrial water withdrawal",4252,2005,0.15,"","",""
"Lesotho",122,"Industrial water withdrawal",4252,1987,0.011,"","",""
"Lesotho",122,"Industrial water withdrawal",4252,2000,0.02,"L","",""
"Liberia",123,"Industrial water withdrawal",4252,1987,0.0169,"","",""
"Liberia",123,"Industrial water withdrawal",4252,2000,0.0474,"L","",""
"Liberia",123,"Industrial water withdrawal",4252,2005,0.0534,"L","",""
"Libya",124,"Industrial water withdrawal",4252,1990,0.07,"","",""
"Libya",124,"Industrial water withdrawal",4252,1994,0.1,"","",""
"Libya",124,"Industrial water withdrawal",4252,2000,0.132,"","",""
"Libya",124,"Industrial water withdrawal",4252,2012,0.28,"","",""
"Lithuania",126,"Industrial water withdrawal",4252,1995,4.139,"","",""
"Lithuania",126,"Industrial water withdrawal",4252,2001,2.543,"E","",""
"Lithuania",126,"Industrial water withdrawal",4252,2011,0.4159,"","[231]",""
"Luxembourg",256,"Industrial water withdrawal",4252,1995,0.0144,"E","",""
"Luxembourg",256,"Industrial water withdrawal",4252,1999,0.0142,"E","",""
"Luxembourg",256,"Industrial water withdrawal",4252,2012,0.0037,"E","",""
"Luxembourg",256,"Industrial water withdrawal",4252,2013,0.002,"E","",""
"Madagascar",129,"Industrial water withdrawal",4252,1984,0.0,"","",""
"Madagascar",129,"Industrial water withdrawal",4252,2000,0.1308,"L","",""
"Madagascar",129,"Industrial water withdrawal",4252,2005,0.1619,"L","",""
"Malawi",130,"Industrial water withdrawal",4252,1985,0.027,"","",""
"Malawi",130,"Industrial water withdrawal",4252,1990,0.0298,"I","",""
"Malawi",130,"Industrial water withdrawal",4252,1994,0.032,"","",""
"Malawi",130,"Industrial water withdrawal",4252,2000,0.0399,"L","",""
"Malawi",130,"Industrial water withdrawal",4252,2005,0.0477,"L","",""
"Malaysia",131,"Industrial water withdrawal",4252,1990,0.999,"","",""
"Malaysia",131,"Industrial water withdrawal",4252,1995,1.641,"","",""
"Malaysia",131,"Industrial water withdrawal",4252,2000,3.747,"L","",""
"Malaysia",131,"Industrial water withdrawal",4252,2005,4.788,"L","",""
"Maldives",132,"Industrial water withdrawal",4252,1987,1.0E-4,"","",""
"Maldives",132,"Industrial water withdrawal",4252,2000,2.0E-4,"L","",""
"Maldives",132,"Industrial water withdrawal",4252,2008,3.0E-4,"I","",""
"Mali",133,"Industrial water withdrawal",4252,1987,0.014,"","",""
"Mali",133,"Industrial water withdrawal",4252,2006,0.004,"","",""
"Malta",134,"Industrial water withdrawal",4252,1985,0.0,"E","",""
"Malta",134,"Industrial water withdrawal",4252,1995,0.0,"","",""
"Malta",134,"Industrial water withdrawal",4252,2000,5.0E-4,"L","",""
"Malta",134,"Industrial water withdrawal",4252,2007,0.001,"E","",""
"Malta",134,"Industrial water withdrawal",4252,2012,0.001,"E","",""
"Malta",134,"Industrial water withdrawal",4252,2013,0.001,"E","",""
"Mauritania",136,"Industrial water withdrawal",4252,1980,0.029,"","",""
"Mauritania",136,"Industrial water withdrawal",4252,2000,0.0253,"L","",""
"Mauritania",136,"Industrial water withdrawal",4252,2005,0.0318,"L","",""
"Mauritius",137,"Industrial water withdrawal",4252,1974,0.0248,"","",""
"Mauritius",137,"Industrial water withdrawal",4252,1995,0.047,"","",""
"Mauritius",137,"Industrial water withdrawal",4252,2003,0.02,"","",""
"Mexico",138,"Industrial water withdrawal",4252,2002,6.9,"","",""
"Mexico",138,"Industrial water withdrawal",4252,2007,7.22,"","",""
"Mexico",138,"Industrial water withdrawal",4252,2011,7.28,"","",""
"Monaco",140,"Industrial water withdrawal",4252,1990,0.0,"E","",""
"Monaco",140,"Industrial water withdrawal",4252,1997,0.0,"E","",""
"Monaco",140,"Industrial water withdrawal",4252,2002,0.0,"E","",""
"Monaco",140,"Industrial water withdrawal",4252,2007,0.0,"E","",""
"Monaco",140,"Industrial water withdrawal",4252,2009,0.0,"E","",""
"Mongolia",141,"Industrial water withdrawal",4252,1993,0.116,"","",""
"Mongolia",141,"Industrial water withdrawal",4252,2006,0.218,"","",""
"Mongolia",141,"Industrial water withdrawal",4252,2009,0.238,"","",""
"Montenegro",273,"Industrial water withdrawal",4252,2007,0.0673,"E","",""
"Montenegro",273,"Industrial water withdrawal",4252,2008,0.0628,"E","",""
"Morocco",143,"Industrial water withdrawal",4252,1992,0.322,"","",""
"Morocco",143,"Industrial water withdrawal",4252,2002,0.766,"","",""
"Morocco",143,"Industrial water withdrawal",4252,2010,0.212,"","",""
"Mozambique",144,"Industrial water withdrawal",4252,1990,0.012,"","",""
"Mozambique",144,"Industrial water withdrawal",4252,2000,0.0243,"L","",""
"Mozambique",144,"Industrial water withdrawal",4252,2005,0.0362,"L","",""
"Mozambique",144,"Industrial water withdrawal",4252,2015,0.025,"","",""
"Myanmar",28,"Industrial water withdrawal",4252,1987,0.1188,"","",""
"Myanmar",28,"Industrial water withdrawal",4252,2000,0.3323,"","",""
"Myanmar",28,"Industrial water withdrawal",4252,2005,0.4984,"L","",""
"Namibia",147,"Industrial water withdrawal",4252,1991,0.008,"","",""
"Namibia",147,"Industrial water withdrawal",4252,1995,0.0105,"I","",""
"Namibia",147,"Industrial water withdrawal",4252,2000,0.014,"","[232]",""
"Nepal",149,"Industrial water withdrawal",4252,1993,0.005,"","",""
"Nepal",149,"Industrial water withdrawal",4252,2000,0.0404,"L","",""
"Nepal",149,"Industrial water withdrawal",4252,2005,0.0295,"L","",""
"Netherlands",150,"Industrial water withdrawal",4252,1991,6.519,"E","",""
"Netherlands",150,"Industrial water withdrawal",4252,1996,5.01,"E","",""
"Netherlands",150,"Industrial water withdrawal",4252,2001,7.558,"E","",""
"Netherlands",150,"Industrial water withdrawal",4252,2007,9.629,"E","",""
"Netherlands",150,"Industrial water withdrawal",4252,2012,9.446,"E","",""
"New Zealand",156,"Industrial water withdrawal",4252,1985,0.19,"","",""
"New Zealand",156,"Industrial water withdrawal",4252,2000,0.2,"L","",""
"New Zealand",156,"Industrial water withdrawal",4252,2006,0.939,"E","",""
"New Zealand",156,"Industrial water withdrawal",4252,2010,1.184,"E","",""
"Nicaragua",157,"Industrial water withdrawal",4252,1998,0.027,"","",""
"Nicaragua",157,"Industrial water withdrawal",4252,2005,0.0736,"L","",""
"Nicaragua",157,"Industrial water withdrawal",4252,2008,0.0736,"I","",""
"Niger",158,"Industrial water withdrawal",4252,1988,0.01,"","",""
"Niger",158,"Industrial water withdrawal",4252,2000,0.0284,"L","",""
"Niger",158,"Industrial water withdrawal",4252,2005,0.0327,"L","",""
"Niger",158,"Industrial water withdrawal",4252,2012,0.0137,"","[233]",""
"Nigeria",159,"Industrial water withdrawal",4252,1987,0.545,"","",""
"Nigeria",159,"Industrial water withdrawal",4252,2000,1.554,"L","",""
"Nigeria",159,"Industrial water withdrawal",4252,2005,1.965,"L","",""
"Nigeria",159,"Industrial water withdrawal",4252,2010,1.965,"L","",""
"Norway",162,"Industrial water withdrawal",4252,1996,0.909,"E","",""
"Norway",162,"Industrial water withdrawal",4252,1999,0.783,"E","",""
"Norway",162,"Industrial water withdrawal",4252,2007,1.233,"E","",""
"Norway",162,"Industrial water withdrawal",4252,2009,1.071,"E","",""
"Occupied Palestinian Territory",299,"Industrial water withdrawal",4252,2000,0.0146,"","[234]",""
"Occupied Palestinian Territory",299,"Industrial water withdrawal",4252,2005,0.029,"","",""
"Oman",221,"Industrial water withdrawal",4252,1991,0.019,"","",""
"Oman",221,"Industrial water withdrawal",4252,2000,0.03,"L","",""
"Oman",221,"Industrial water withdrawal",4252,2003,0.019,"","",""
"Pakistan",165,"Industrial water withdrawal",4252,1975,1.534,"","",""
"Pakistan",165,"Industrial water withdrawal",4252,1991,2.5,"","",""
"Pakistan",165,"Industrial water withdrawal",4252,2000,3.47,"L","",""
"Pakistan",165,"Industrial water withdrawal",4252,2008,1.4,"E","",""
"Panama",166,"Industrial water withdrawal",4252,2000,0.015,"L","",""
"Panama",166,"Industrial water withdrawal",4252,2005,0.0191,"L","",""
"Panama",166,"Industrial water withdrawal",4252,2010,0.01,"","",""
"Papua New Guinea",168,"Industrial water withdrawal",4252,1987,0.022,"","",""
"Papua New Guinea",168,"Industrial water withdrawal",4252,2000,0.1159,"L","",""
"Papua New Guinea",168,"Industrial water withdrawal",4252,2005,0.1676,"L","",""
"Paraguay",169,"Industrial water withdrawal",4252,1987,0.0301,"","",""
"Paraguay",169,"Industrial water withdrawal",4252,2000,0.04,"L","",""
"Paraguay",169,"Industrial water withdrawal",4252,2008,0.154,"I","",""
"Peru",170,"Industrial water withdrawal",4252,2008,0.289,"","",""
"Philippines",171,"Industrial water withdrawal",4252,1995,2.296,"","",""
"Philippines",171,"Industrial water withdrawal",4252,2000,2.907,"L","",""
"Philippines",171,"Industrial water withdrawal",4252,2006,7.458,"","[235]",""
"Philippines",171,"Industrial water withdrawal",4252,2009,8.254,"","",""
"Poland",173,"Industrial water withdrawal",4252,1992,9.18,"E","",""
"Poland",173,"Industrial water withdrawal",4252,1997,9.425,"E","",""
"Portugal",174,"Industrial water withdrawal",4252,1991,3.1,"E","",""
"Portugal",174,"Industrial water withdrawal",4252,1998,1.497,"E","",""
"Puerto Rico",177,"Industrial water withdrawal",4252,1990,3.435,"","[236]",""
"Puerto Rico",177,"Industrial water withdrawal",4252,2000,3.041,"","[237]",""
"Puerto Rico",177,"Industrial water withdrawal",4252,2005,3.184,"","[238]",""
"Puerto Rico",177,"Industrial water withdrawal",4252,2010,3.15,"","[239]",""
"Qatar",179,"Industrial water withdrawal",4252,1994,0.0084,"","",""
"Qatar",179,"Industrial water withdrawal",4252,2000,0.0139,"I","",""
"Qatar",179,"Industrial water withdrawal",4252,2005,0.008,"","",""
"Republic of Korea",117,"Industrial water withdrawal",4252,1990,2.0,"E","",""
"Republic of Korea",117,"Industrial water withdrawal",4252,1997,3.28,"E","",""
"Republic of Korea",117,"Industrial water withdrawal",4252,2002,4.45,"E","",""
"Republic of Moldova",146,"Industrial water withdrawal",4252,1992,0.919,"","[240]",""
"Republic of Moldova",146,"Industrial water withdrawal",4252,2000,0.9912,"L","",""
"Republic of Moldova",146,"Industrial water withdrawal",4252,2005,0.8825,"L","",""
"Romania",183,"Industrial water withdrawal",4252,1970,4.72,"","",""
"Romania",183,"Industrial water withdrawal",4252,1975,6.65,"","",""
"Romania",183,"Industrial water withdrawal",4252,1980,9.81,"","",""
"Romania",183,"Industrial water withdrawal",4252,1985,9.34,"","",""
"Romania",183,"Industrial water withdrawal",4252,1990,9.06,"","",""
"Romania",183,"Industrial water withdrawal",4252,1997,7.43,"","",""
"Romania",183,"Industrial water withdrawal",4252,2002,6.17,"","",""
"Romania",183,"Industrial water withdrawal",4252,2012,4.336,"E","",""
"Romania",183,"Industrial water withdrawal",4252,2013,4.303,"E","",""
"Russian Federation",185,"Industrial water withdrawal",4252,1994,47.5,"","",""
"Russian Federation",185,"Industrial water withdrawal",4252,2001,39.6,"","[241]",""
"Rwanda",184,"Industrial water withdrawal",4252,1987,0.012,"","",""
"Rwanda",184,"Industrial water withdrawal",4252,2000,0.012,"","",""
"Rwanda",184,"Industrial water withdrawal",4252,2005,0.0205,"L","",""
"Saint Kitts and Nevis",188,"Industrial water withdrawal",4252,2012,0.0,"I","",""
"Saint Lucia",189,"Industrial water withdrawal",4252,2007,0.0,"I","",""
"Saint Vincent and the Grenadines",191,"Industrial water withdrawal",4252,2013,2.0E-6,"","",""
"Saudi Arabia",194,"Industrial water withdrawal",4252,1992,0.193,"","",""
"Saudi Arabia",194,"Industrial water withdrawal",4252,2000,0.2897,"L","",""
"Saudi Arabia",194,"Industrial water withdrawal",4252,2006,0.71,"E","",""
"Senegal",195,"Industrial water withdrawal",4252,1987,0.041,"","",""
"Senegal",195,"Industrial water withdrawal",4252,2002,0.058,"I","",""
"Seychelles",196,"Industrial water withdrawal",4252,1989,0.0011,"","",""
"Seychelles",196,"Industrial water withdrawal",4252,2000,0.0012,"L","",""
"Seychelles",196,"Industrial water withdrawal",4252,2005,0.0038,"L","",""
"Sierra Leone",197,"Industrial water withdrawal",4252,1987,0.015,"","",""
"Sierra Leone",197,"Industrial water withdrawal",4252,2000,0.0477,"L","",""
"Sierra Leone",197,"Industrial water withdrawal",4252,2005,0.0555,"L","",""
"Singapore",200,"Industrial water withdrawal",4252,1975,0.0969,"","",""
"Singapore",200,"Industrial water withdrawal",4252,2000,0.994,"L","",""
"Singapore",200,"Industrial water withdrawal",4252,2005,1.221,"L","",""
"Slovakia",199,"Industrial water withdrawal",4252,1997,0.761,"E","",""
"Slovakia",199,"Industrial water withdrawal",4252,2002,0.6225,"E","",""
"Slovakia",199,"Industrial water withdrawal",4252,2007,0.307,"E","",""
"Slovakia",199,"Industrial water withdrawal",4252,2012,0.3288,"E","",""
"Slovenia",198,"Industrial water withdrawal",4252,2002,0.7055,"E","",""
