"FID";"precipitation_at_irrigation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"145";"precipitation_at_irrigation_km3";"Nepal";"SOA";"NPL";1.80106;1.85087;1.79931;2.03467;2.26476;2.29491;2.30816;2.15593;2.32552;2.23449;2.80239;2.80101;3.24998;3.57037;2.548;3.63287;4.22121;5.55152;5.24556;5.57517;8.06726;7.91315;8.96129;10.0277;9.00097;12.044;13.6335;13.8748;12.7827;16.7039;16.0786;15.2589;16.6978;13.5006;12.1596;14.3533;15.8207;15.9324;17.5229;18.6887;21.1005;22.1607;17.5395;17.8213;19.0547;18.2995;19.2006;14.7826;16.0625;17.2113;16.8968;15.1452;17.2665;24.177;20.6826;18.5738;8.57946;17.6138;11.2320498275862;6.84517824452135;0.896616232413305;0.897074656249039;0.77253478523896;0;0;0;0.363447745239776;0.803920668227028;0.803920668227028;1.950134;0.200599185766044;2.263802;0.0693541871122428;2.99435;0.409451785012595;4.845266;0.873375606500433;8.794074;0.851012035420181;13.80778;1.77370270535961;14.7391;1.87674322164754;16.4636;1.67496615189681;19.53534;2.03067514585667;17.1113;1.75426757223634;18.83362;3.59798609530387;14.9223533333333;5.51403861779489
"146";"precipitation_at_irrigation_km3";"Nauru";"Other";"NRU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"precipitation_at_irrigation_km3";"New Zealand";"Other";"NZL";0.698133;0.633343;0.71998;0.728172;0.850977;0.687465;0.709436;0.971036;0.753402;0.779784;0.932263;0.797901;1.11964;1.23088;1.41775;1.21171;1.45509;1.73612;1.77298;1.8158;1.88138;1.98346;1.9952;2.14844;2.08072;2.55848;2.58855;2.44512;2.94227;2.91822;2.8035;3.1323;2.88872;3.13294;3.14174;2.83363;3.1502;3.31257;3.13187;2.99266;3.03162;3.06348;3.08387;5.03552;5.15246;4.69455;6.20791;4.95153;4.82777;5.73143;6.85618;6.46337;6.74247;7.00034;6.50178;6.19894;6.04794;6.59472;2.98740882758621;1.97750713396091;0.948673365502223;0.978344458457658;0.887477313974592;0;0;0;0.111092665477251;0.89998115441331;0.89998115441331;0.726121;0.0790917578607278;0.7802246;0.112632150884195;1.0996868;0.243864400332849;1.59834;0.258251151497917;2.01784;0.101644158710671;2.690528;0.225432337232261;3.01984;0.161472847253029;3.084186;0.180240243369787;3.87339;1.11517251728152;5.282638;0.655730019535479;6.712828;0.229598642352258;6.28053333333333;0.282374212939732
"148";"precipitation_at_irrigation_km3";"Oman";"MENA";"OMN";0.0106185;0.00969941;0.0134819;0.00846627;0.00448457;0.0152602;0.00910981;0.0128166;0.0101201;0.00835154;0.0193433;0.0124035;0.0171543;0.00994215;0.0421524;0.0118981;0.0082074;0.0223121;0.0453526;0.0247268;0.0157928;0.0169362;0.00701291;0.0238629;0.0445118;0.0311635;0.00605131;0.00299967;0.0253495;0.0554122;0.0267637;0.0340351;0.0318461;0.021227;0.0480443;0.0226265;0.0180349;0.0715358;0.0368496;0.0928645;0.0346802;0.0285497;0.0177613;0.0123574;0.0249502;0.0351929;0.0308174;0.0340818;0.0479671;0.0490114;0.0143478;0.0489643;0.0255043;0.0195303;0.0177465;0.0467836;0.0677142;0.02531;0.0263809006896552;0.0181690275344422;0.500877650490658;0.595865760251008;0.399879007864489;6.21652370509373e-05;1.3806156348223e-06;9.2509771094651e-06;0.000538907164169918;0.250878420761041;0.250878420761041;0.00935013;0.0032885089676554;0.01113165;0.00286024752448105;0.02019913;0.0128250437058515;0.0224994;0.0145250986914031;0.021623322;0.0141273349664726;0.024195236;0.0212299431151294;0.03238324;0.0100539405447814;0.04838226;0.032527218482265;0.02365976;0.00879718731089659;0.03941412;0.00844714715019219;0.02521864;0.0138771684874113;0.0466026;0.0212026794335056
"149";"precipitation_at_irrigation_km3";"Pakistan";"SOA";"PAK";27.436;47.0696;31.8345;41.0768;35.3699;23.7043;42.6104;31.349;36.4813;50.5202;30.9155;35.7762;40.0709;32.3966;32.5778;57.1854;33.0948;61.9356;70.6295;44.1182;67.4824;50.8884;54.8463;62.6927;60.5465;74.6391;52.3088;48.521;61.2441;39.3891;58.2037;57.5157;75.4621;53.5802;69.3203;49.359;77.9927;77.7299;63.2497;80.3155;57.6432;47.6923;43.3466;57.9809;38.1669;72.2878;56.7662;71.0419;72.6539;73.7022;75.7798;51.1674;92.9491;76.8234;62.5406;74.1287;59.237;92.481;55.4798034482759;16.9562784564071;0.701529907035925;0.696207204158848;0.502722323049002;8.5737617006032e-10;8.32582378804103e-10;2.4847532031913e-08;0.704412981020637;0.492144210465837;0.492144210465837;36.55736;7.71114783628222;36.93304;10.2862586392235;34.3474;3.65769613623111;53.3927;14.853400979237;59.29126;6.53081008780687;55.22042;13.3917913849119;62.8164;9.17736694155791;69.72936;13.2409907917799;48.96598;8.75189623321712;69.2904;7.06549460653676;71.85206;15.8096877444812;75.2822333333333;16.65199277454
"15";"precipitation_at_irrigation_km3";"Belgium";"Other";"BEL";0.0273297;0.0182856;0.03048;0.0288052;0.0233526;0.0232483;0.0253055;0.0326028;0.035217;0.0250356;0.0268295;0.0284409;0.0280784;0.0227629;0.0260999;0.0262764;0.0395018;0.0352573;0.0243722;0.0417972;0.0361496;0.0493893;0.048039;0.0629863;0.0496502;0.0549839;0.065496;0.057524;0.0671217;0.0685042;0.0748359;0.0504101;0.0566901;0.0601759;0.0715563;0.0750659;0.0737063;0.0773497;0.0753939;0.0961251;0.145178;0.132548;0.130527;0.141519;0.135928;0.0693532;0.0851249;0.089413;0.0890482;0.0924628;0.0935883;0.0864512;0.0926577;0.0797251;0.104058;0.0876108;0.0873976;0.0903485;0.0633305431034483;0.0337163940915422;0.838538682872135;0.906856562797995;0.730187537810042;2.22044604925031e-16;0;6.66133814775094e-16;0.00167422893660215;0.703147122672932;0.703147122672932;0.02565062;0.00488922313174598;0.02828184;0.00527968603261595;0.02644232;0.00226254122216591;0.03344098;0.00780116894074215;0.04924288;0.00951252135224936;0.06272596;0.00607008216855423;0.06273366;0.0102376764252442;0.07952818;0.00936885837826573;0.13714;0.00612519922124987;0.08508042;0.00917008028110986;0.09129606;0.00904620533721184;0.0884523;0.00164561368188284
"150";"precipitation_at_irrigation_km3";"Panama";"LCR";"PAN";0.289971;0.304989;0.394036;0.382008;0.336172;0.29736;0.383989;0.410241;0.436102;0.476555;0.393318;0.501489;0.520495;0.59202;0.471656;0.585802;0.644253;0.721878;0.460382;0.615863;0.728046;0.778228;0.813288;0.772899;0.631746;0.694449;0.896225;0.559689;0.824242;0.957089;0.756933;0.768251;0.900705;0.9205;0.807946;0.760344;1.03783;0.807675;0.904245;0.856622;0.942084;1.10702;1.13965;1.21447;1.16918;1.18327;1.27737;1.17924;1.05396;1.14224;1.12713;1.20689;1.23443;1.14136;1.08263;0.960468;1.25425;1.09088;0.791414706896552;0.297063384120794;0.941526003545137;0.936755975268387;0.784633998790079;0;0;0;0.0165627353963516;0.886471215351677;0.886471215351677;0.3414352;0.0458737040983176;0.4008494;0.0671874520077968;0.4957956;0.0724327086149621;0.6056356;0.0956558660684226;0.7448414;0.070106144508167;0.7863388;0.160063368314552;0.830867;0.0755377273056319;0.8733432;0.106503003289579;1.1144808;0.104162914961132;1.167216;0.0806023159096561;1.158488;0.0615245269790837;1.101866;0.147198794247779
"151";"precipitation_at_irrigation_km3";"Peru";"LCR";"PER";4.04191;4.48015;3.30429;3.80865;3.26086;4.17627;4.29976;5.43777;2.88953;4.06512;2.93979;2.93024;4.05495;3.73632;5.75146;5.19044;4.11627;4.96163;3.30298;4.1225;2.9608;3.03763;3.87798;4.22972;4.85469;3.83542;4.90171;3.21526;5.0412;3.77486;3.66163;3.72273;3.98878;3.43988;3.42308;6.35116;6.42479;3.10732;3.68846;4.66956;5.89182;5.66929;5.99968;6.76713;7.49635;8.2348;4.67047;3.15426;5.58391;4.45754;5.21141;6.78752;4.83493;6.02238;5.1816;5.59596;4.49833;5.90625;4.56967551724138;1.23588293265388;0.506540952768933;0.492632809375865;0.316394434361767;4.96866389645412e-05;0.00010521285810535;0.000451019787503393;0.0370717013750034;0.256583736832057;0.256583736832057;3.779172;0.513670762473396;4.17369;0.904800101983858;3.882552;1.15538092362216;4.338764;0.755386698208275;3.792164;0.804404872766196;4.15369;0.786235770491269;3.64722;0.23227206945735;4.848258;1.51262165332908;6.364854;0.755485220192956;5.220196;1.89552496396908;5.607568;0.79052436627216;5.33351333333333;0.739742097783635
"152";"precipitation_at_irrigation_km3";"Philippines";"EAP";"PHL";13.4909;12.8703;15.1815;15.0581;15.1472;13.3012;17.7247;15.2293;17.3945;16.2654;12.8445;14.4556;18.3676;21.765;19.4998;20.294;22.9031;21.2752;22.5557;21.6799;22.9987;21.7538;27.6561;24.8939;24.469;23.8923;31.4548;33.1784;34.935;23.2219;33.708;33.8732;32.4837;29.5613;27.4825;30.6622;29.4609;33.2315;32.2524;23.7019;27.4113;36.3547;37.2167;32.9013;26.8219;28.966;28.0619;28.8727;31.3265;31.3614;40.1853;37.2969;31.0385;45.1038;42.097;34.0511;32.766;30.6846;26.2878034482759;8.05776796483217;0.86755447817239;0.847057737857209;0.670901391409559;0;0;1.01252339845814e-13;0.413963579316494;0.752650772596969;0.752650772596969;14.3496;1.09040013297871;15.98302;1.79344053623197;17.3865;3.6680987977425;21.74158;1.04027912936865;24.3543;2.22522241023229;29.33648;5.4225971533021;31.42174;2.79925207564449;29.86178;3.73549111322728;32.14118;4.86721021243176;29.7177;1.52567515054811;39.1443;5.34870636088765;32.5005666666667;1.6988736572604
"153";"precipitation_at_irrigation_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"precipitation_at_irrigation_km3";"Papua New Guinea";"EAP";"PNG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"155";"precipitation_at_irrigation_km3";"Poland";"ECA";"POL";1.8653;1.34685;1.91833;1.74058;1.69701;1.46464;1.37818;1.62806;1.77855;1.82833;1.52373;1.13004;1.51111;1.01134;1.00765;1.14788;1.46578;1.14043;0.98686;0.961175;0.934071;0.631171;0.644798;0.691439;0.424701;0.522356;0.527267;0.598155;0.577118;0.610956;0.59122;0.479075;0.537125;0.51182;0.533622;0.595022;0.623933;0.591515;0.531948;0.607023;0.697037;0.586689;0.593466;0.571505;0.561787;0.486029;0.641247;0.665724;0.625765;0.751141;0.677738;0.761379;0.921402;0.629474;0.719251;0.728783;0.71955;0.557972;0.899863775862069;0.436386941396354;-0.76162770947351;-0.609708080839152;-0.411978221415608;3.86950238266352e-12;7.0394242753411e-07;4.92075050866516e-06;-0.0196818130671506;0.580076767837872;0.580076767837872;1.713614;0.223850381348793;1.615552;0.194370248160566;1.236774;0.260918775349725;1.140425;0.201012577218442;0.665236;0.181929984285164;0.5671704;0.0405487075293406;0.5305724;0.0410304847802216;0.5898882;0.0347804504528047;0.6020968;0.0545120876246727;0.6339812;0.0958438513479086;0.7418488;0.111657659005999;0.668768333333333;0.0960634305151202
"156";"precipitation_at_irrigation_km3";"Puerto Rico (U.S.)";"Other";"PRI";0.794174;0.634817;0.820353;0.755228;0.613904;0.670194;0.512004;0.649796;0.624107;0.433358;0.600243;0.792509;0.797758;0.635116;0.6147;0.564168;0.664871;0.765056;0.566239;0.648731;0.644002;0.940224;0.590277;0.853826;0.755134;0.71106;0.843992;0.823248;0.781521;0.747877;0.813728;0.677357;0.755912;0.635866;0.848622;0.705481;0.642211;0.682686;0.637676;0.567605;1.09978;0.918407;0.655665;0.45663;0.452493;0.591624;0.675811;0.700689;0.608511;0.57805;0.591253;0.629514;0.849045;0.796209;0.519355;0.755836;0.556083;0.442993;0.684372051724138;0.130602906484869;-0.0789940076728843;-0.0992648189732074;-0.0780399274047187;0.555575125897354;0.457441163700898;0.386857588138434;-0.000610938663139456;0.00624005324822424;0.00624005324822424;0.7236952;0.093885237203194;0.5778918;0.101312605761573;0.6880652;0.0985391126593902;0.641813;0.0829284972702387;0.7566926;0.144494311883894;0.7815396;0.0541766506375209;0.746297;0.0895230738022327;0.6471318;0.0526945647643094;0.716595;0.286619503915034;0.630937;0.0541398411384814;0.6770752;0.139883570926682;0.584970666666667;0.158409465078111
"157";"precipitation_at_irrigation_km3";"Korea, Democratic People's Republic of";"Other";"PRK";5.76937;6.63791;6.43529;6.26608;7.16909;7.02108;8.30627;5.92393;7.82802;6.18393;5.1896;6.44212;5.97362;6.30131;8.21821;7.90677;8.19322;9.71318;10.3534;7.86822;12.1432;13.4447;9.75537;12.2966;10.3722;12.9651;12.6367;13.4483;14.0039;15.2568;10.2286;12.4495;21.3644;11.0513;14.9523;12.9742;14.9956;15.6968;13.414;12.6887;19.6529;17.0873;15.0964;14.1015;15.8385;19.1824;15.8287;17.4753;14.9683;18.3527;12.9685;14.2992;18.6493;15.2273;18.6153;17.8329;9.54238;11.9134;12.0081236206897;4.30396231622195;0.811889426839376;0.815743332615584;0.640653357531761;1.06581410364015e-14;0;1.21413989973007e-12;0.206926430526929;0.659164441413571;0.659164441413571;6.455548;0.512236967154851;7.052646;1.0249928881363;6.424972;1.11368212195851;8.806958;1.1490172946131;11.602414;1.50775988057781;13.66216;1.02991017957878;14.00922;4.48506347524759;13.95386;1.32049937826566;16.35532;2.14134978740046;17.16148;1.74556199889892;15.95192;2.57520893948433;13.0962266666667;4.26995195056494
"158";"precipitation_at_irrigation_km3";"Portugal";"Other";"PRT";6.99113;9.31028;9.93288;7.28686;6.17431;10.7817;5.78746;7.93871;8.43571;5.29667;7.40436;8.88449;6.47028;6.63182;8.36856;5.4696;6.06552;5.89612;7.80772;9.53378;9.00854;9.1129;5.2017;6.45019;5.75834;6.98478;7.76726;7.77156;6.41897;8.36464;7.03938;9.13099;5.98576;5.82177;4.96178;6.93809;6.10801;6.96807;9.163;8.43826;5.24234;6.52869;7.35419;6.6818;6.86268;6.3923;3.94757;3.34629;6.28729;3.46748;4.90017;5.86919;8.1304;5.63218;5.01532;5.82497;6.48205;3.25383;6.81173603448276;1.65133492990766;-0.482049265735986;-0.447476083546095;-0.311554748941319;0.000127360671517537;0.000488726997138445;0.000551083733382641;-0.0471386579101165;0.2323714945966;0.2323714945966;7.939092;1.60420082619665;7.64805;2.20881398527581;7.551902;1.05841234238835;6.954548;1.69529137245489;7.106334;1.83847343096929;7.461442;0.761481940573773;6.587936;1.60194685796065;7.523086;1.24293649714296;6.53394;0.785970856997891;4.688186;1.52483263020241;5.909452;1.30664006121426;5.18695;1.70606366598671
"159";"precipitation_at_irrigation_km3";"Paraguay";"LCR";"PRY";0.419886;0.469096;0.319947;0.463523;0.310706;0.396298;0.384402;0.560724;0.540064;0.453586;0.474944;0.639634;0.462573;0.704998;0.749871;0.756734;0.685062;0.83755;0.569263;0.598849;0.538112;0.83283;0.790031;0.684368;0.978392;1.14133;0.858775;0.805315;1.04717;1.04747;0.690244;0.861179;1.18317;0.861478;1.105;0.770062;1.11774;0.718528;1.19854;1.07813;1.32874;0.809728;0.940135;0.870084;1.20879;0.981001;0.855646;0.832993;0.939242;0.99625;0.810207;1.06317;1.00657;0.865308;0.83415;0.867209;1.3002;1.37949;0.810249775862069;0.265369320157745;0.767664703663537;0.77938417053739;0.588626739261948;2.06101802291414e-12;0;6.71580568933905e-11;0.0120634882340274;0.589309097250827;0.589309097250827;0.3966316;0.0766975429743352;0.4670148;0.0808140968222748;0.606404;0.131697454404024;0.6894916;0.110830330592758;0.7647466;0.164880993776724;0.980012;0.141687797489763;0.9402142;0.200694378068246;0.9766;0.217224139270938;1.0314954;0.225482188797253;0.9210264;0.0735048075727023;0.915881;0.112164079820591;1.18229966666667;0.275741404562923
"16";"precipitation_at_irrigation_km3";"Benin";"AFR";"BEN";0.0224063;0.0280057;0.0288822;0.0252382;0.034338;0.0374766;0.0318032;0.0380859;0.0334217;0.0339885;0.0542685;0.0338832;0.031985;0.0372623;0.0395626;0.0352089;0.0441696;0.0505267;0.0534031;0.0467477;0.0876943;0.100689;0.102868;0.0874384;0.0825772;0.0702493;0.0924365;0.0948542;0.0852951;0.10786;0.117465;0.101774;0.0923684;0.115233;0.0886723;0.103032;0.0998342;0.111322;0.10057;0.132255;0.111994;0.139949;0.100396;0.0987388;0.12524;0.150461;0.141097;0.117719;0.121194;0.14824;0.146362;0.128243;0.153077;0.116058;0.125704;0.117612;0.1337;0.108066;0.0861897;0.0400443223611433;0.917821625526767;0.916884555046295;0.749546279491833;0;0;0;0.00217645581838874;0.842396536284597;0.842396536284597;0.02777408;0.00446123225768397;0.03495518;0.00271016492062753;0.03939232;0.00881880809163007;0.0460112;0.00699381036989137;0.09225338;0.00896420025389884;0.09013902;0.0137895702578797;0.10310254;0.0130254263230806;0.10940264;0.0135653043440979;0.11526356;0.0174191156425348;0.1357422;0.0153133750590783;0.1338888;0.0153343664264292;0.119792666666667;0.0129553837972224
"160";"precipitation_at_irrigation_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"precipitation_at_irrigation_km3";"Qatar";"MENA";"QAT";0.00129139;0.000977524;0.000337555;0.00108716;0.000154212;0.000544399;0.00288895;0.00113277;0.000673087;0.000412213;0.0012271;0.00228042;0.00020825;0.000484801;0.00140152;0.000352302;0.00101007;0.00131042;0.00295526;0.00232937;0.000956678;0.00329026;0.00323709;0.00204792;0.00950968;0.00556562;0.00368188;0.00244379;0.00740229;0.00401749;0.0106327;0.0087704;0.00367722;0.00518372;0.0129241;0.0161947;0.00598771;0.0324003;0.0180636;0.0277066;0.0117336;0.0098113;0.0134758;0.00690287;0.0117132;0.0125031;0.012145;0.0111562;0.0197892;0.00864874;0.00405128;0.0159055;0.0065129;0.0105369;0.00688667;0.00930697;0.011314;0.0114407;0.00690666294827586;0.00683406409907166;0.655030100186846;0.817958103909687;0.603145795523291;2.42448399134787e-08;0;2.26454410778842e-11;0.000265088523147433;0.429064432150788;0.429064432150788;0.0007695682;0.000495405595191657;0.0011302838;0.00101990545772964;0.0011204182;0.000817322374348825;0.0015914844;0.00104366804681699;0.0038083256;0.00332907892599842;0.004622214;0.00191143190554359;0.008237628;0.00381139445921306;0.020070582;0.0103405565451101;0.010727354;0.00250021056914813;0.012848448;0.00416201253103832;0.00877865;0.00460827170652947;0.0106872233333333;0.00119701197597741
"162";"precipitation_at_irrigation_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"precipitation_at_irrigation_km3";"Romania";"ECA";"ROU";1.16969;1.27591;1.56638;1.30907;1.30484;1.30635;1.56053;1.40716;2.82505;2.36954;2.99664;4.57531;4.87967;6.19164;7.41738;6.2872;7.71602;8.96013;8.97068;9.79258;11.4013;14.1478;14.3159;13.934;11.1466;10.3618;14.908;12.5323;13.2682;16.2908;16.8505;13.4083;11.7179;18.6581;11.3556;14.5781;13.3278;18.8338;15.8864;19.223;16.9419;19.161;10.857;15.5561;16.9253;14.6551;18.5648;20.3626;15.9334;16.9625;12.9222;17.806;20.117;11.7191;17.2724;16.7851;22.6158;18.3093;11.6119753448276;6.22144800205784;0.88695183092371;0.868590236549879;0.724137931034483;0;0;8.88178419700125e-16;0.326769964317571;0.786683550378924;0.786683550378924;1.325178;0.146163744375957;1.893726;0.668307557887834;5.212128;1.67682979955331;8.345322;1.36889594177936;12.98912;1.57414540529139;13.47222;2.26967198995802;14.39808;3.22419943893054;16.36982;2.59372679208894;15.88826;3.09517139153876;17.29568;2.23361491242336;15.96734;3.52221347422328;19.2367333333333;3.02396512270452
"164";"precipitation_at_irrigation_km3";"Russian Federation";"ECA";"RUS";11.0249;9.30785;10.6605;10.842;9.90141;11.0438;10.5251;10.5253;11.1978;11.1346;10.6997;10.724;13.09;11.8232;11.1491;15.5023;13.7012;12.8244;16.5076;19.5772;19.8977;18.6599;20.6796;20.2115;20.4347;21.4214;19.6479;23.3105;20.4211;24.253;23.7036;25.0477;27.6589;21.9857;29.0366;27.4809;24.5607;27.1443;22.0493;27.3941;23.2194;22.8634;24.1643;25.4056;23.8313;22.7118;26.9591;22.8161;22.987;21.2472;20.7548;21.2235;20.2883;21.4563;21.1011;23.748;18.8484;21.1005;19.1635717241379;5.7925081087136;0.779855598718298;0.729182687871051;0.534180278281912;5.44231326671252e-13;0;3.15829495889375e-09;0.267504729767139;0.608174754852276;0.608174754852276;10.347332;0.721324871240414;10.88532;0.333269045967369;11.4972;0.999788220074632;15.62254;2.64377851908968;19.97668;0.790437645864618;21.81078;1.93484339082004;25.4865;2.87007884299369;25.72586;2.38484031918282;23.8968;0.984772849442957;23.34424;2.13724836015845;20.9648;0.455199923110714;21.2323;2.45245763877789
"165";"precipitation_at_irrigation_km3";"Rwanda";"AFR";"RWA";0.0483918;0.0446484;0.0378964;0.0514488;0.0557202;0.0545967;0.0482115;0.0444186;0.0434125;0.0511853;0.0498162;0.0401985;0.0470073;0.0491591;0.050714;0.0506577;0.0444165;0.0476574;0.0418972;0.0519521;0.0518914;0.0506645;0.0466725;0.0468181;0.0477805;0.0478475;0.0401259;0.0445036;0.044817;0.0530585;0.0560185;0.0438266;0.0464803;0.046259;0.0491358;0.040533;0.0624451;0.0567287;0.0732629;0.0827366;0.0969881;0.076761;0.0789334;0.102389;0.10865;0.0896105;0.0981887;0.0861333;0.102198;0.117834;0.0961585;0.120746;0.112448;0.113919;0.0929422;0.10166;0.0796057;0.0991082;0.0648152724137931;0.0249167882224351;0.807703588564955;0.708019317727399;0.500302480338778;1.84297022087776e-14;0;2.89775934358971e-08;0.00119177616044786;0.652385086980701;0.652385086980701;0.04762112;0.0067868884985684;0.04836492;0.00466135893297223;0.04737902;0.00424053846781279;0.04731618;0.00419962586393121;0.0487654;0.00237279858605824;0.0460705;0.00477897949409704;0.04834404;0.00468381262787059;0.06314126;0.0161180328416032;0.0927443;0.0142322539212874;0.0987929;0.0124409122935177;0.10724274;0.0120558184142762;0.0934579666666667;0.0120640743392659
"166";"precipitation_at_irrigation_km3";"Saudi Arabia";"MENA";"SAU";0.221085;0.246132;0.2651;0.359879;0.217747;0.535423;0.29196;0.265328;0.183154;0.379507;0.415173;0.295472;0.0992507;0.41896;0.377483;0.180292;0.329609;0.391392;0.472117;0.247518;0.20384;0.534684;0.488192;0.672718;1.182;0.954699;1.05539;1.29911;1.44687;1.1461;1.33301;1.79671;0.987929;1.33165;2.10443;2.75976;1.42027;2.41922;2.47402;3.15278;2.18003;1.58592;1.53309;1.41637;1.65622;2.10038;1.75392;2.15371;1.79514;1.22882;1.20194;1.12292;1.03397;1.1843;1.2985;1.4173;1.30163;1.65471;1.07887644310345;0.754260397452211;0.725963127456626;0.768310314066874;0.55837870538415;1.13250742117543e-10;0;5.96052984747075e-10;0.0324254856162906;0.527022462426605;0.527022462426605;0.2619886;0.0580389236831628;0.3310744;0.134012161016454;0.32126774;0.133677893861468;0.3241856;0.115122870865437;0.6162868;0.359303340706985;1.1804338;0.195475862185591;1.5107458;0.439101121483651;2.44521;0.6425738298437;1.674326;0.295959832291478;1.806394;0.36862178134234;1.168326;0.0980351716477306;1.45788;0.180003955234322
"167";"precipitation_at_irrigation_km3";"Senegal";"AFR";"SEN";0.611639;0.3756;0.525105;0.507007;0.484314;0.55762;0.519406;0.645842;0.62943;0.723801;0.328562;0.732531;0.406548;0.404435;0.264696;0.371021;0.445391;0.59678;0.429683;0.24223;0.419155;0.337976;0.28671;0.36703;0.307909;0.195201;0.350699;0.473565;0.470725;0.546939;0.574003;0.611611;0.448421;0.309685;0.301007;0.40796;0.415765;0.429926;0.448176;0.491476;0.547728;0.76575;0.686264;0.61785;0.52135;0.77861;0.57487;0.83959;0.779748;0.705885;0.804214;0.860006;1.01167;0.642134;0.80023;0.823803;0.553577;0.845649;0.537146689655172;0.184095372032057;0.497307299153662;0.464948168199576;0.335753176043557;7.14527041061341e-05;0.000276118434277002;0.000196922424245516;0.00542148580393111;0.247314549791504;0.247314549791504;0.500733;0.0849431420804529;0.6152198;0.0797300870763352;0.4273544;0.180491451150186;0.417021;0.128400131333656;0.343756;0.0519599610325104;0.4074258;0.137933327231674;0.4489454;0.144377114650487;0.4386606;0.033252961865073;0.6277884;0.100362307799293;0.7357406;0.101648710502396;0.8236508;0.132803983265563;0.741009666666667;0.16268855316012
"168";"precipitation_at_irrigation_km3";"Singapore";"Other";"SGP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
