"FID";"precipitation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"151";"precipitation_km3";"Peru";"LCR";"PER";2076.35;2155.45;1907.24;2082.76;1976.51;1950.94;1939.56;1948.28;1803.49;1972.76;1957.95;1870.79;2232.83;2088.39;2187.98;2384.32;2043.93;2341.22;2127.68;2054.65;1885.19;1603.94;1862.56;2307.54;2198.33;1835.54;2072.8;1518.23;2021.39;1812.04;1790.84;1769.79;1883.76;1666.13;1713.65;2185.02;2236.6;1733.48;2037.43;2006.73;1908;2277.57;2112.65;2133.95;2155.66;2386.06;2114.41;1870.6;2302.79;2034.46;2176.47;2125.89;1782.92;2067.36;1877.85;2008.4;1962.21;1945.71;2008.39706896552;192.436410896241;0.0261426510334589;0.0212556522809068;-0.000604960677555959;0.845552924644273;0.873942779685117;0.994647841733771;0.297911655233919;0.000683438203057107;0.000683438203057107;2039.662;97.6397320254413;1923.006;67.9202714953349;2067.588;152.464601858923;2190.36;161.374527574831;1971.512;282.308529396474;1852;218.355076767178;1764.834;82.4720390799208;2039.852;196.69154727644;2117.566;133.475600504362;2141.664;207.003721536595;2006.098;168.363998140933;1972.10666666667;32.4956463750659
"152";"precipitation_km3";"Philippines";"EAP";"PHL";657.856;671.242;753.439;727.699;774.55;657.575;816.118;738.727;761.35;704.581;569.208;615.415;775.506;891.061;711.844;735.613;763.188;732.119;724.678;661.154;692.987;638.683;755.297;685.638;646.049;630.091;780.332;795.515;793.167;579.645;763.203;785.271;716.58;623.259;587.463;692.486;675.071;786.478;761.686;579.007;649.276;964.439;921.434;854.575;680.183;740.988;679.691;753.651;741.856;796.917;951.788;850.408;751.138;1022.74;922.384;776.884;738.065;686.805;739.552637931034;97.2121896251119;0.318239866024143;0.278292165246547;0.172413793103448;0.0149105685063473;0.0347459154264925;0.0559049327840846;1.83200193792488;0.101276612327065;0.101276612327065;716.9572;50.8578164169481;735.6702;59.5945536496415;712.6068;128.269496130998;723.3504;37.6976417471969;683.7308;46.5302535153206;715.75;102.942601900282;695.1552;86.5694173262128;698.9456;81.5402807960581;813.9814;142.180582040235;742.6206;41.9319488254481;899.6916;103.521657100338;733.918;45.1824608338236
"153";"precipitation_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"precipitation_km3";"Papua New Guinea";"EAP";"PNG";1374.79;1375.05;1473.13;1506.45;1516.66;1367.96;1573.72;1284.95;1505.72;1504.74;1356.2;1498.85;1649.15;1635.08;1207.53;1671.27;1399.86;1682.57;1401.53;1566.36;1482.24;1246.09;1372.92;1540.1;1105.53;1580.25;1442.17;1591.5;1387.69;1231.76;1487.26;1481;1512.22;1314.03;1282.92;1184.47;1169.49;1383.66;1577.58;1043.89;1471.54;1473.88;1465;1382.83;1213.24;1361.48;1226.07;1444.16;1411.99;1499.55;1473.81;1559.13;1732.33;1516.01;1548.27;1597.32;1443.09;1183.98;1430.55206896552;150.554656471057;-0.0840420754410001;-0.0658586852871513;-0.0453720508166969;0.53051270877334;0.622429501395546;0.614894708782575;-0.749275585222527;0.00706307044443034;0.00706307044443034;1449.216;69.7067577785684;1447.418;117.629242622742;1469.362;188.425951689251;1544.318;138.719863646127;1349.376;176.572701825622;1446.674;148.74856614435;1415.486;108.014029551721;1271.818;209.792099160097;1401.298;111.766395307355;1388.65;103.797147118791;1565.91;98.7739520318996;1408.13;208.875896407412
"155";"precipitation_km3";"Poland";"ECA";"POL";210.734;156.035;226.124;188.198;200.337;173.667;174.032;203.839;234.252;221.849;203.74;159.712;238.829;169.804;195.999;178.611;239.709;172.478;170.211;207.39;201.92;186.53;213.002;220.718;138.977;172.23;170.62;203.507;182.25;195.462;187.144;158.575;176.195;165.585;176.177;181.967;200.536;186.974;181.307;200.754;219.838;189.039;197.396;213.26;190.104;159;183.173;181.154;171.471;209.627;191.788;216.871;260.035;172.216;193.335;204.227;200.382;155.405;191.970706896552;23.806348484716;-0.0503258145498276;-0.0584761143068074;-0.0260133091349062;0.707538088144229;0.662030640459866;0.773007354254658;-0.0709470300532193;0.00253268761010397;0.00253268761010397;196.2856;26.4623331038667;201.5278;27.483673675475;193.6168;31.100168772854;193.6798;29.7238391985288;192.2294;32.4241816982326;184.8138;14.3979941380735;172.7352;10.9893851602353;190.3076;9.68809497785813;201.9274;13.9252885356103;180.885;18.7015139093069;206.849;33.6827021110243;186.671333333333;27.1456019703622
"156";"precipitation_km3";"Puerto Rico (U.S.)";"Other";"PRI";21.8232;18.1068;23.8501;21.198;18.3151;18.9589;14.87;19.3422;19.0552;12.9659;16.9131;22.4863;23.5372;17.3998;16.5205;14.6727;18.2498;19.7302;14.7711;17.4306;16.4203;25.1624;15.8524;22.9105;18.4801;17.8151;21.1313;20.5904;19.4367;19.9309;19.3804;17.4714;18.0698;14.7117;19.6643;17.8785;13.7808;17.2179;14.5359;12.9592;25.1794;20.7029;14.4219;15.5792;14.776;19.7208;22.4976;23.1863;20.8891;19.1918;19.6834;21.4211;28.0377;26.1995;16.9398;25.2127;19.0364;14.7955;18.9839275862069;3.48650494021922;0.120290824882082;0.0874527054046572;0.0490018148820327;0.368419900995454;0.51288912604601;0.586891006027419;0.0248355286228418;0.0144698825508105;0.0144698825508105;20.65864;2.44113668462051;17.03844;2.93046548060201;19.37138;3.35836894593194;16.97088;2.21254881686258;19.76514;4.09794222055412;19.78088;1.27320596212867;17.85952;1.9795158743996;15.27446;2.16188015925953;18.13188;4.68560933465435;21.09712;1.72436877349365;22.4563;4.59227497815625;19.6815333333333;5.23847895131147
"157";"precipitation_km3";"Korea, Democratic People's Republic of";"Other";"PRK";127.598;142.361;150.641;138.966;166.191;149.326;177.054;132.495;171.414;141.292;119.806;129.089;127.293;140.35;152.555;134.352;115.891;134.535;122.059;91.7367;134.636;149.516;110.459;135.949;117.784;142.424;132.694;131.788;149.237;144.389;107.807;121.472;179.451;107.527;132.266;116.599;135.867;146.581;119.248;108.747;167.985;151.273;140.549;123.144;141.747;163.412;137.689;151.247;132.56;156.842;113.931;124.982;166.001;129.653;166.71;158.012;85.4346;109.762;136.38585;20.2963398451003;-0.0881820792735533;-0.0688117136792888;-0.044162129461585;0.510384252193473;0.606876013860744;0.624358252663953;-0.105986043864771;0.00777607910500674;0.00777607910500674;145.1514;14.3785242045211;154.3162;19.2356372704415;133.8186;12.7966538712274;119.71474;17.5839184452158;129.6688;15.5586810398568;140.1064;7.60294747449961;129.7046;29.6664440622735;125.4084;15.4176814988506;144.9396;16.3990903650172;148.35;12.945573934747;140.2554;24.5017522291774;117.7362;36.9399600286736
"158";"precipitation_km3";"Portugal";"Other";"PRT";71.9355;93.947;102.969;76.2617;65.6467;114.299;61.0537;84.1446;88.6009;56.4914;77.7736;94.063;68.0656;69.5011;87.3683;55.5423;60.39;61.9235;80.0309;97.3043;91.8696;92.9696;52.8572;63.5401;57.3365;70.8364;77.2904;77.0024;62.0967;83.5125;71.4495;94.6157;59.9911;58.3073;51.7582;72.228;62.6475;75.7268;102.408;92.512;57.0414;71.4809;84.4252;79.2624;85.5127;83.1129;53.7559;47.2027;90.6139;52.2504;72.4921;86.5927;124.929;84.5231;73.3262;86.3712;96.422;49.1529;76.1506068965517;16.9907062925884;-0.0410188741069355;-0.0470946507121105;-0.0260133091349062;0.759818771712838;0.724905415546474;0.773007354254658;-0.0412710757021112;0.0016825480330005;0.0016825480330005;82.15198;15.6841237277382;80.91792;23.3183311098157;79.35432;11.2648675325989;71.0382;17.3735538868707;71.7146;19.281810046129;74.14768;8.09191978315406;67.22436;16.8758216794916;81.10446;16.0650468956054;75.54452;11.7359722510323;65.38716;19.9319186705144;88.37262;21.4064330776288;77.3153666666667;24.9017678433346
"159";"precipitation_km3";"Paraguay";"LCR";"PRY";480.204;445.037;423.517;482.472;356.15;400.294;406.151;546.63;406.837;357.073;389.074;469.163;371.398;455.919;432.315;448.874;423.955;437.944;386.61;396.604;321.162;475.224;401.857;376.487;518.72;579.89;485.668;393.069;502.668;497.906;367.449;432.99;485.063;451.161;576.041;373.389;457.806;407.253;508.31;528.643;551.691;365.069;454.75;414.295;453.214;468.542;441.835;404.691;460.895;424.235;407.597;442.153;454.542;430.073;453.552;424.907;557.432;578.857;445.60874137931;59.7922096285568;0.23472697131832;0.232889353717432;0.14821536600121;0.0761320696485235;0.0786384196424459;0.100288507713396;0.831109446614762;0.0550967510642695;0.0550967510642695;437.476;51.759691551438;423.397;71.9212277251995;423.5738;42.1709200836311;418.7974;26.5818110707303;418.69;78.7055397319655;491.8402;66.5218920070679;462.5408;76.5420553499839;455.0802;65.5995814674149;447.8038;68.6257187408628;440.0396;26.2195865680601;437.5834;19.4875719190463;520.398666666667;83.3891567191642
"16";"precipitation_km3";"Benin";"AFR";"BEN";95.2456;135.89;145.788;113.202;153.322;163.505;125.347;122.091;125.068;132.169;151.962;130.689;119.907;113.803;117.01;114.647;122.454;126.971;111.77;96.1684;125.987;135.752;119.448;109.56;104.426;87.1479;112.341;116.492;108.053;109.192;135.752;124.865;105.583;141.296;111.456;111.577;130.961;134.05;122.848;119.171;135.045;133.756;110.69;102.288;120.587;139.812;124.663;112.237;112.49;131.602;143.143;124.781;130.691;106.757;122.919;111.684;121.833;107.693;121.993756896552;14.7905653330753;-0.156986852157992;-0.154175061925122;-0.108925874880167;0.239249743947283;0.247874707070175;0.227253257363801;-0.137498726506495;0.024644871750472;0.024644871750472;128.68952;24.0277082875583;133.636;17.1005439971949;126.6742;15.4955719061931;114.40208;11.8560752667989;119.0346;12.5614237568836;106.64518;11.3799649191902;123.7904;15.283385662215;123.7214;9.05603673247851;120.4732;14.2758150625455;124.1608;12.0308800883393;125.6582;13.1963571185384;113.736666666667;7.29006037926527
"160";"precipitation_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"precipitation_km3";"Qatar";"MENA";"QAT";0.873253;0.715482;0.27399;0.817433;0.0867648;0.468135;2.06118;0.97959;0.539143;0.324032;0.925553;1.35844;0.130424;0.301555;1.04361;0.246749;0.69734;0.964981;1.95161;0.90399;0.29798;1.07867;0.839701;0.495986;2.01534;0.962769;0.593997;0.29454;1.02926;0.59785;1.2916;1.03797;0.395363;0.531793;1.36945;1.17174;0.437884;2.29311;1.24319;1.98503;0.699565;0.57666;0.887178;0.454722;0.74748;0.83724;0.784642;0.682822;1.33151;0.573429;0.278249;1.02518;0.448444;0.690332;0.459499;0.781955;0.702105;0.749874;0.833402824137931;0.494310184029652;0.0267734779317985;0.0374357870128272;0.0308529945553539;0.841873382264049;0.779749403930876;0.732270157312013;0.000783709243594061;0.000716819120564466;0.000716819120564466;0.55338456;0.351464186727849;0.874416;0.707082941548939;0.7519164;0.517731565670184;0.952934;0.625283924585864;0.9455354;0.669856380732318;0.6956832;0.301428097254884;0.9252352;0.441537202119708;1.4261908;0.731237817699003;0.673121;0.165114954643727;0.8419286;0.291719312910201;0.5803408;0.288634258205259;0.744644666666667;0.0401810287366231
"162";"precipitation_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"precipitation_km3";"Romania";"ECA";"ROU";144.696;139.558;167.191;129.992;144.898;135.909;160.612;143.86;187.569;144.042;155.047;186.151;195.473;159.618;172.754;135.403;173.816;164.957;153.58;152.718;168.766;166.836;190.313;174.701;138.796;124.017;166.76;143.238;116.367;135.87;154.317;139.568;117.943;184.89;123.052;139.311;133.562;175.225;162.718;176.809;174.641;182.256;107.416;169.205;148.593;131.734;175.783;196.369;163.5;175.892;153.289;161.184;195.443;114.995;147.835;164.098;190.292;152.687;156.657155172414;22.3768630813495;0.0853930256166212;0.109354332646344;0.0659407138535995;0.523901631630463;0.412819081896183;0.464675037356756;0.113154603340616;0.00729196882396125;0.00729196882396125;145.267;13.6660371359074;154.3984;20.6098783184181;173.8086;17.1476238091463;156.0948;14.4780618765082;167.8824;18.691705976181;137.2504;19.4923871113827;143.954;26.9993082596573;157.525;20.112838375028;156.4222;30.1065353486581;168.6556;23.774895442462;154.5492;28.8423593556422;169.025666666667;19.2807009813786
"164";"precipitation_km3";"Russian Federation";"ECA";"RUS";7951.35;7931.37;7871.25;8254.86;8032.05;7788.48;7488.46;7832.96;8606.64;7683.72;7746.11;7409.11;7830.84;7800.2;7546.51;7837.63;7329.05;7655.93;7090.51;7973.78;7892.79;7786.67;7558.49;7684.21;7909.11;7910.23;7517.08;7620.47;7308.13;7441.33;7640.6;7977.39;8296.64;7560.62;7537.18;7552.24;7890.16;7923.83;7463.6;7952.47;7932.33;7591.74;7971.63;8004.76;7957.05;7619.09;8272.89;7662.76;8059.62;8268.92;8303.97;7943.52;8005.46;7910.19;8116.51;8518.34;7999.92;8205.1;7834.96293103448;299.215652987962;0.272477755650009;0.328739733612231;0.225650332728373;0.0385190575911132;0.0120787045957422;0.0123466458048553;4.82798578855078;0.0742441273240637;0.0742441273240637;8008.176;149.415569068287;7880.052;427.324162106474;7666.554;181.568358559524;7577.38;363.917336355387;7766.254;147.252425039454;7559.448;226.759422340065;7802.486;327.82354152806;7756.46;230.098411011463;7891.502;169.608809824254;7976.656;318.763233811555;8055.93;159.387228628896;8241.12;261.080264286675
"165";"precipitation_km3";"Rwanda";"AFR";"RWA";29.3233;29.0776;24.9819;32.4845;34.1467;36.058;29.8046;30.3102;28.1456;31.858;32.2248;24.9595;29.8117;28.9885;31.2744;30.6374;27.8545;30.912;27.5009;32.4016;33.6282;31.6031;30.2695;29.4759;30.9069;29.6103;25.2624;28.9383;26.578;29.5762;31.9456;25.5034;28.8264;28.8267;26.8883;24.9954;31.4995;28.756;28.1637;32.1075;33.0529;25.4708;24.3858;30.24;31.1417;25.734;28.1031;25.0981;30.2244;34.3777;26.9278;33.1742;31.3927;31.7127;25.6777;27.9814;21.9013;27.495;29.3139362068966;2.93063954356043;-0.254248673984279;-0.224891568488726;-0.167574107683001;0.0541133552370995;0.0896938326565433;0.0631530966593443;-0.0441236795964186;0.0646423882227631;0.0646423882227631;30.0028;3.53050613227056;31.23528;3.00396193251512;29.45178;2.80786101632542;29.86128;2.10702160572691;31.17672;1.57957223070045;27.99304;1.96686139394722;28.39808;2.42954106921451;29.10442;2.85680300633418;28.85824;3.74820263899912;28.70746;3.76453594789583;29.77702;3.27187216849925;25.7925666666667;3.37869996349681
"166";"precipitation_km3";"Saudi Arabia";"MENA";"SAU";106.584;122.99;129.276;165.289;93.3601;236.356;128.056;128.858;94.2074;175.524;199.534;142.424;45.2553;174.684;178.619;75.4715;156.959;157.38;221.963;118.618;80.1311;182.698;135.459;161.573;293.98;195.088;126.533;183.745;186.191;139.848;164.913;205.575;102.475;131.839;193.544;243.313;120.628;218.649;199.806;265.783;180.507;118.883;103.197;107.287;140.324;144.304;133.975;180.1;163.202;102.133;89.4728;107.257;109.509;93.2657;112.851;151.08;117.299;123.765;149.337774137931;49.3153815697854;-0.0666775156801575;-0.0982804761758282;-0.0526315789473684;0.618977041745064;0.461932055635271;0.559492975944418;-0.194720837306576;0.00444589109727701;0.00444589109727701;123.49982;27.2695224786207;152.60028;55.0371773130854;148.10326;61.0180793166091;146.0783;54.1848549684319;170.76822;78.8508766459955;166.281;30.8619897203664;159.6692;42.8019816503862;209.6358;55.6482548486473;130.0396;31.6836040058577;144.7428;29.6757762105728;102.4711;10.4148258660431;130.714666666667;17.9307665852114
"167";"precipitation_km3";"Senegal";"AFR";"SEN";198.531;155.03;163.377;171.57;150.419;160.296;170.897;173.505;171.579;169.636;110.65;177.954;123.28;139.469;107.089;114.809;139.4;165.177;132.262;108.191;154.617;125.63;108.545;133.664;117.7;88.9394;116.105;126.768;128.769;137.346;151.464;150.774;109.504;116.561;116.999;122.697;154.12;127.642;130.912;131.514;133.222;167.705;151.466;122.094;103.253;170.401;134.612;156.803;131.121;123.864;156.812;160.66;184.524;133.303;161.299;152.877;133.285;147.943;141.010955172414;23.6067393646143;-0.147450986964763;-0.131625088437048;-0.0490018148820327;0.269350831943787;0.323752537456584;0.586891006027419;-0.206126727983033;0.0217417935568857;0.0217417935568857;167.7854;18.9956651976181;169.1826;5.16096583015234;131.6884;28.8075052078447;131.9678;22.4607198838328;128.0312;17.5409851690263;119.58548;18.7260357804849;129.0604;20.3566136009897;133.377;12.1116851428693;135.548;25.0840725860057;143.3602;19.4829705820237;159.3196;18.1942848801485;144.701666666667;10.1902550180716
"168";"precipitation_km3";"Singapore";"Other";"SGP";1.20325;1.38105;0.941311;1.03388;1.3324;1.02062;1.66057;1.11718;1.47148;1.621;1.21589;1.32717;1.33687;0.963605;1.10528;1.71688;1.2182;1.12156;1.24833;1.05267;1.54645;1.34914;1.40824;0.890401;0.898525;1.14191;1.6908;1.41126;1.42298;1.37102;1.47486;1.48023;1.01077;1.20716;1.40541;1.41764;1.21809;1.51503;1.58963;0.749665;1.44934;1.38805;1.52398;1.75494;1.12798;1.5907;1.38626;1.26524;1.67364;1.8262;1.54174;1.32064;1.41215;1.58801;1.43083;1.74335;1.0457;0.912653;1.33223810344828;0.251654149560825;0.257963890346262;0.293549478605925;0.217180883242589;0.0505764432652573;0.02567955730815;0.0160328475015208;0.00384426780276229;0.0665453687225783;0.0665453687225783;1.1783782;0.188744381999041;1.37817;0.292993475865931;1.189763;0.157709060836719;1.271528;0.260820652882397;1.2185512;0.304406069674539;1.407594;0.195180334767619;1.315686;0.203232100146606;1.298011;0.336719722885369;1.448858;0.2269306290918;1.548408;0.224229877848604;1.458674;0.106795268294059;1.233901;0.446182797464223
"169";"precipitation_km3";"Solomon Islands";"EAP";"SLB";92.635;94.7771;94.3801;98.6033;100.737;92.0836;80.3122;109.108;81.3339;116.215;96.2652;100.117;104.555;96.0997;114.03;89.2022;85.2987;97.0837;103.322;103.979;95.4025;91.2283;91.8093;74.7938;98.3192;81.9485;83.0983;97.7346;83.8685;65.3476;100.705;79.9368;87.1737;85.3471;68.7155;67.5081;79.4207;77.5732;93.5204;62.9688;83.6114;81.8;91.6447;86.0036;88.8998;80.046;91.8342;80.0039;95.8165;83.4313;80.9456;88.0832;96.6861;84.1057;104.721;95.491;100.431;103.95;90.2424586206897;11.3654716805823;-0.270801970253881;-0.264265280383894;-0.163944343617665;0.0397765380470317;0.0453054347786263;0.0690848933552263;-0.182259386631392;0.0733337070933833;0.0733337070933833;96.2265;3.33176432464843;95.81054;16.2544314000213;102.21338;7.45433481284548;95.77712;8.35059967529279;90.31062;9.13680027126564;82.3995;11.4976331157765;84.37562;11.6228670910838;76.19824;11.862426042467;86.3919;3.96386720892615;86.22638;7.21364805885344;90.90832;9.7170674870045;99.9573333333333;4.24934587122928
"17";"precipitation_km3";"Burkina Faso";"AFR";"BFA";247.447;226.254;238.407;228.568;251.237;257.624;261.962;241.959;235.127;223.61;249.031;245.606;213.456;204.07;203.233;190.718;221.369;216.106;221.444;194.676;216.517;217.85;204.923;202.603;197.628;166.758;163.616;188.748;204.355;178.592;220.329;206.885;179.155;232.566;207.166;195.419;269.145;210.386;211.622;198.609;224.219;233.631;200.353;198.73;184.493;254.282;201.659;214.118;211.554;229.832;232.029;231.957;225.589;199.142;240.841;214.369;232.948;228.624;217.295620689655;23.1432004563408;-0.184536099481719;-0.184841120920361;-0.115547489413188;0.165522888364631;0.164437177315359;0.200114537860347;-0.252903811252272;0.0340535720119288;0.0340535720119288;238.3826;11.0773287980451;244.0564;15.8656769883923;223.0792;22.5209899804605;208.8626;14.9804425769067;207.9042;8.88383113864733;180.4138;16.6928567117794;209.2202;19.8873135616654;217.0362;29.9822063681111;208.2852;20.1033951411198;222.289;20.5429505183652;225.9116;15.9183226440476;225.313666666667;9.72180746226407
"170";"precipitation_km3";"Sierra Leone";"AFR";"SLE";182.203;190.847;196.232;194.018;204.12;190.844;192.871;180.302;219.617;187.178;208.769;202.999;173.452;167.704;172.565;172.865;178.292;182.121;183.615;181.099;196.741;197.521;182.667;196.355;181.046;185.264;173.417;168.762;154.143;164.956;162.436;180.121;163.337;172.272;190.384;180.067;184.602;190.474;176.312;175.627;203.373;182.622;174.468;172.961;164.731;199.228;168.642;143.77;161.455;125.302;164.724;149.192;175.357;124.963;172.371;185.924;203.327;159.883;178.801896551724;18.1732868433551;-0.49766580274045;-0.486173059768064;-0.3502722323049;7.04655651293814e-05;0.000132682261723265;0.000102784110429585;-0.535576978682817;0.247671251217293;0.247671251217293;193.484;7.98711283881729;194.1624;15.0125671122563;185.0978;19.2094942853788;179.5984;4.23655942953713;190.866;8.25514645539375;169.3084;11.4093499069842;173.71;11.7886942237043;181.4164;6.19639203892071;179.631;14.7121048290175;159.6794;27.7600763471573;157.3214;20.7347836328234;183.044666666667;21.8646565107557
"171";"precipitation_km3";"El Salvador";"LCR";"SLV";45.4083;33.7433;41.2605;35.4393;41.2815;33.2365;39.8963;35.919;41.4549;29.2968;38.8241;53.5549;49.0817;35.7112;28.1796;47.4088;34.6697;37.9245;28.5327;25.877;31.8051;44.8168;36.1908;40.3554;33.3347;33.6973;33.7971;33.0577;27.357;28.2494;44.5363;42.3739;32.1345;30.4567;34.5999;43.1816;26.2801;40.9045;40.9373;27.2763;37.444;33.3375;30.3317;27.9031;28.0915;33.2949;33.3029;35.9211;34.3966;34.4619;40.1273;34.9182;45.5145;38.8306;33.7196;39.6474;30.4354;30.7722;35.9395413793103;6.18204580250119;-0.230636121051193;-0.219416161678304;-0.14216575922565;0.0815428465366203;0.0979444312992819;0.114939016492493;-0.0844326002030219;0.053193020333543;0.053193020333543;39.42658;4.76400667211959;35.9607;4.93724996177022;41.0703;10.2467468113055;34.88254;8.47977343170205;37.30056;5.31473434359611;31.2317;3.15840742701128;36.82026;6.28015588405256;35.71596;8.21861354171128;31.42156;4.01862118244554;34.27548;1.07992322041893;38.62204;4.67887963330967;33.6183333333333;5.22403983649946
"172";"precipitation_km3";"San Marino";"Other";"SMR";0.04759;0.0615127;0.0643214;0.0443511;0.044458;0.0589561;0.0659144;0.0507054;0.0534765;0.0358401;0.0495433;0.0560621;0.0429387;0.0371042;0.0549834;0.0598864;0.0466517;0.0563637;0.0724393;0.0466159;0.0637534;0.0603123;0.0604922;0.0597782;0.0574448;0.0402072;0.0697282;0.0394697;0.0566239;0.061972;0.0443437;0.0545625;0.0376827;0.0589098;0.0560448;0.0477792;0.0456528;0.0573873;0.0708736;0.0496521;0.0479553;0.0548042;0.042263;0.0516301;0.0597133;0.0449494;0.0614187;0.0634864;0.0441638;0.0368353;0.0588207;0.0470158;0.0609527;0.0306009;0.0398456;0.0436;0.0593925;0.0198084;0.0518903603448276;0.0105284537803798;-0.206082594697808;-0.170322064659018;-0.115547489413188;0.120656376687902;0.200613900495399;0.200114537860347;-0.000128486213048691;0.0424700358373794;0.0424700358373794;0.05244664;0.00969724777980845;0.0529785;0.0112050095129366;0.04812634;0.00806849603724263;0.0563914;0.0107258221484416;0.06035618;0.00225675236833819;0.0536002;0.0134013587014526;0.0503087;0.00894390406729634;0.054269;0.010284803208375;0.05127318;0.00663367905215499;0.05017072;0.0116726505660454;0.04744714;0.0127820507420758;0.0409336333333333;0.0199262986177397
"173";"precipitation_km3";"Former Spanish Sahara";"Other";"ESH";7.62387;5.21508;4.61254;4.69848;17.2888;10.4342;10.5469;11.5329;8.15992;15.6874;6.65335;12.4395;11.3584;7.60773;15.9149;8.64255;4.78441;7.0383;6.76405;3.74002;7.23619;17.1949;11.2577;6.1687;6.2943;3.36915;8.73518;11.1146;8.7893;13.4637;10.0836;12.5165;4.99456;9.99979;5.60466;16.2397;7.59013;12.886;16.5055;8.0589;12.847;16.2428;10.0416;6.47654;15.8267;26.9212;12.0165;20.1363;16.7797;7.66666;13.1789;14.262;19.1458;11.048;11.0033;8.98538;16.95;31.3088;11.2014403448276;5.45440823483427;0.447109143174314;0.426620320526623;0.29340592861464;0.000433827017581878;0.000931907146452943;0.00114043620451998;0.144414835891598;0.199906585910068;0.199906585910068;7.887754;5.39654941519857;11.272264;2.76027835543447;10.794776;3.75989129977583;6.193866;1.9392110711395;9.630358;4.70943035714724;9.094386;3.74741921560425;8.639822;3.21958008150442;12.256046;4.29275573484912;12.286928;4.1016672303979;16.704072;7.41322736936619;13.7276;3.33712499541147;19.0813933333333;11.313306248844
"174";"precipitation_km3";"Somalia";"AFR";"SOM";126.351;135.28;188.853;256.348;149.001;218.465;181.134;179.81;180.049;265.005;247.073;163.537;137.91;146.569;225.86;132.601;129.887;123.97;179.575;218.31;175.679;191.847;124.758;229.811;241.065;139.136;150.259;165.761;157.349;181.253;177.439;244.624;191.862;166.985;153.469;199.845;195.243;196.292;152.012;350.616;177.637;179.494;184.212;173.636;217.986;234.031;261.504;205.873;294.837;206.486;219.384;184.369;206.257;257.713;259.335;245.625;211.975;258.228;195.680603448276;46.9532878160276;0.403707814630001;0.422436863637762;0.309134906231095;0.00167487290749779;0.00105589983585731;0.000608536582356933;1.12249337106648;0.162979999593334;0.162979999593334;171.1666;53.2829230082209;204.8926;37.4450364975119;184.1898;49.1792258956971;156.8686;40.8958043850466;192.632;46.4298768036272;158.7516;15.924101192846;186.8758;35.215153694113;218.8016;76.2511133118724;186.593;17.956051876735;240.5462;38.0509401946916;225.4116;32.7181264255764;238.609333333333;23.9112878434712
